# Each line is formatted as follows:
#   update number_cclades ccladeID0 ccladeID0_count ccladeID1

0 1 1 1 
1 1 1 1 
2 1 1 1 
3 1 1 1 
4 1 1 1 
5 1 1 1 
6 1 1 2 
7 1 1 2 
8 1 1 2 
9 1 1 2 
10 1 1 2 
11 1 1 2 
12 1 1 3 
13 1 1 4 
14 1 1 4 
15 1 1 4 
16 1 1 4 
17 1 1 4 
18 1 1 4 
19 1 1 6 
20 2 1 5 5 1 
21 2 1 5 5 1 
22 2 1 5 5 1 
23 2 1 5 5 1 
24 2 1 5 5 1 
25 2 1 7 5 1 
26 2 1 9 5 1 
27 2 1 10 5 2 
28 2 1 10 5 2 
29 2 1 10 5 2 
30 2 1 10 5 2 
31 2 1 11 5 2 
32 2 1 16 5 2 
33 2 1 14 5 4 
34 2 1 14 5 4 
35 2 1 14 5 4 
36 2 1 14 5 4 
37 2 1 16 5 4 
38 2 1 16 5 5 
39 2 1 19 5 4 
40 2 1 20 5 4 
41 2 1 20 5 4 
42 2 1 20 5 4 
43 2 1 22 5 3 
44 2 1 25 5 3 
45 2 1 25 5 4 
46 2 1 25 5 4 
47 2 1 25 5 4 
48 2 1 25 5 4 
49 2 1 25 5 4 
50 2 1 24 5 5 
51 2 1 23 5 6 
52 2 1 23 5 6 
53 2 1 23 5 6 
54 2 1 23 5 6 
55 2 1 25 5 5 
56 2 1 24 5 6 
57 2 1 25 5 6 
58 2 1 25 5 6 
59 2 1 25 5 6 
60 2 1 25 5 6 
61 2 1 27 5 7 
62 2 1 27 5 7 
63 2 1 27 5 7 
64 2 1 26 5 7 
65 2 1 26 5 7 
66 2 1 26 5 7 
67 2 1 23 5 10 
68 2 1 22 5 12 
69 2 1 23 5 11 
70 2 1 23 5 11 
71 2 1 23 5 11 
72 2 1 25 5 10 
73 2 1 25 5 10 
74 2 1 24 5 12 
75 2 1 24 5 12 
76 2 1 24 5 12 
77 2 1 24 5 12 
78 2 1 27 5 9 
79 2 1 26 5 10 
80 2 1 26 5 10 
81 2 1 26 5 10 
82 2 1 26 5 10 
83 2 1 26 5 10 
84 2 1 25 5 11 
85 2 1 27 5 9 
86 2 1 27 5 9 
87 2 1 27 5 9 
88 2 1 27 5 9 
89 2 1 28 5 8 
90 2 1 28 5 8 
91 2 1 23 5 13 
92 2 1 22 5 14 
93 2 1 22 5 14 
94 2 1 22 5 14 
95 2 1 22 5 14 
96 2 1 24 5 12 
97 2 1 24 5 12 
98 2 1 26 5 10 
99 2 1 24 5 12 
100 2 1 24 5 12 
101 2 1 25 5 11 
102 2 1 25 5 11 
103 2 1 24 5 12 
104 2 1 24 5 12 
105 2 1 24 5 12 
106 2 1 24 5 12 
107 2 1 25 5 11 
108 2 1 27 5 9 
109 2 1 27 5 9 
110 2 1 26 5 10 
111 2 1 24 5 12 
112 2 1 24 5 12 
113 2 1 25 5 11 
114 2 1 26 5 10 
115 2 1 29 5 7 
116 2 1 28 5 8 
117 2 1 27 5 9 
118 2 1 24 5 12 
119 2 1 25 5 11 
120 2 1 26 5 10 
121 2 1 26 5 10 
122 2 1 26 5 9 
123 2 1 23 5 12 
124 2 1 23 5 12 
125 2 1 23 5 12 
126 2 1 25 5 10 
127 2 1 28 5 7 
128 2 1 28 5 8 
129 2 1 29 5 7 
130 2 1 28 5 8 
131 2 1 29 5 7 
